1	130	160	90	40	420	1	1[0]	1[0]	1	0:16:40	1200
2	165	205	115	50	535	1	1[0]	1[0]	1	0:21:50	1700
3	215	260	145	65	685	1	1[0]	1[0]	2	0:27:50	2300
4	275	335	190	85	885	1	1[0]	1[0]	2	0:34:50	3100
5	350	430	240	105	1125	1	1[0]	1[0]	2	0:42:50	4000
6	445	550	310	135	1440	1	1[0]	1[0]	3	0:52:10	5000
7	570	705	395	175	1845	1	1[0]	1[0]	4	1:03:00	6300
8	730	900	505	225	2360	1	1[1]	1[0]	4	1:15:40	7800
9	935	1155	650	290	3030	1	1[1]	1[0]	5	1:30:10	9600
10	1200	1475	830	370	3875	1	1[2]	1[0]	6	1:47:10	11800
11	1535	1890	1065	470	4960	2	1[3]	1[0]	7	2:06:50	14400
12	1965	2420	1360	605	6350	2	1[4]	1[0]	9	2:29:40	17600
13	2515	3095	1740	775	8125	2	1[4]	1[0]	11	2:56:00	21400
14	3220	3960	2230	990	10400	2	1[5]	1[1]	13	3:26:40	25900
15	4120	5070	2850	1270	13310	2	1[7]	1[2]	15	4:02:20	31300
16	5275	6490	3650	1625	17040	2	1[8]	1[2]	18	4:43:30	37900
17	6750	8310	4675	2075	21810	2	1[9]	1[3]	22	5:31:30	45700
18	8640	10635	5980	2660	27915	2	1[10]	1[4]	27	6:27:00	55100
19	11060	13610	7655	3405	35730	2	1[11]	1[5]	32	7:31:20	66400
20	14155	17420	9800	4355	45730	2	1[12]	1[6]	38	8:46:10	80000
