1	70	90	70	20	250	0	1[0]	1[0]	1	0:01:20	7
2	115	150	115	35	415	0	1[0]	1[0]	1	0:03:40	13
3	195	250	195	55	695	0	1[0]	1[0]	2	0:07:30	21
4	325	420	325	95	1165	0	1[0]	1[0]	2	0:13:40	31
5	545	700	545	155	1945	0	1[0]	1[0]	2	0:23:40	46
6	910	1170	910	260	3250	1	1[1]	1[0]	3	0:39:30	70
7	1520	1950	1520	435	5425	1	1[3]	1[0]	4	1:04:50	98
8	2535	3260	2535	725	9055	1	1[5]	1[0]	4	1:45:20	140
9	4235	5445	4235	1210	15125	1	1[7]	1[2]	5	2:50:10	203
10	7070	9095	7070	2020	25255	1	1[9]	1[3]	6	4:34:00	280
11	11810	15185	11810	3375	42180	1	1[12]	1[5]	7	7:20:00	392
12	19725	25360	19725	5635	70445	1	1[14]	1[7]	9	11:45:50	525
13	32940	42350	32940	9410	117640	1	1[17]	1[9]	11	18:51:00	693
14	55005	70720	55005	15715	196445	1	1[20]	1[12]	13	30:11:10	889
15	91860	118105	91860	26245	328070	1	2[17]	1[15]	15	48:19:30	1120
16	153405	197240	153405	43830	547880	2	3[16]	1[17]	18	77:21:00	1400
17	256190	329385	256190	73195	914960	2	5[9]	1[20]	22	123:47:10	1820
18	427835	550075	427835	122240	1527985	2	7[0]	2[17]	27	198:05:10	2240
19	714485	918625	714485	204140	2551735	2	12[17]	3[17]	32	316:57:50	2800
20	1193195	1534105	1193195	340915	4261410	2	20[11]	5[13]	38	507:10:20	3430
