1	180	130	150	80	540	3	1[0]	1[0]	5	0:16:40	0
2	230	165	190	100	685	2	1[0]	1[0]	6	0:21:50	0
3	295	215	245	130	885	2	1[0]	1[0]	7	0:27:50	9
4	375	275	315	170	1135	2	1[0]	1[0]	8	0:34:50	12
5	485	350	405	215	1455	2	1[0]	1[0]	10	0:42:50	15
6	620	445	515	275	1855	2	1[0]	1[0]	12	0:52:10	18
7	790	570	660	350	2370	2	1[0]	1[0]	14	1:03:00	21
8	1015	730	845	450	3040	2	1[1]	1[0]	17	1:15:40	24
9	1295	935	1080	575	3885	2	1[2]	1[0]	21	1:30:10	27
10	1660	1200	1385	740	4985	2	1[2]	1[0]	25	1:47:10	30
11	2125	1535	1770	945	6375	3	1[3]	1[1]	30	2:06:50	33
12	2720	1965	2265	1210	8160	3	1[4]	1[2]	36	2:29:40	36
13	3480	2515	2900	1545	10440	3	1[5]	1[2]	43	2:56:00	39
14	4455	3220	3715	1980	13370	3	1[6]	1[3]	51	3:26:40	42
15	5705	4120	4755	2535	17115	3	1[7]	1[4]	62	4:02:20	45
16	7300	5275	6085	3245	21905	3	1[8]	1[5]	74	4:43:30	48
17	9345	6750	7790	4155	28040	3	1[9]	1[6]	89	5:31:30	51
18	11965	8640	9970	5315	35890	3	1[11]	1[7]	106	6:27:00	54
19	15315	11060	12760	6805	45940	3	1[12]	1[8]	128	7:31:20	57
20	19600	14155	16335	8710	58800	3	1[13]	1[9]	153	8:46:10	60
