1	80	40	80	50	250	2	1[0]	1[0]	1	0:01:50	7
2	135	65	135	85	420	1	1[0]	1[0]	1	0:04:40	13
3	225	110	225	140	700	1	1[0]	1[0]	2	0:09:00	21
4	375	185	375	235	1170	1	1[0]	1[0]	2	0:16:10	31
5	620	310	620	390	1940	1	1[0]	1[0]	2	0:27:30	46
6	1040	520	1040	650	3250	2	1[1]	1[0]	3	0:45:30	70
7	1735	870	1735	1085	5425	2	1[3]	1[1]	4	1:14:40	98
8	2900	1450	2900	1810	9060	2	1[4]	1[3]	4	2:01:00	140
9	4840	2420	4840	3025	15125	2	1[6]	1[4]	5	3:15:20	203
10	8080	4040	8080	5050	25250	2	1[9]	1[7]	6	5:14:10	280
11	13500	6750	13500	8435	42185	2	1[11]	1[9]	7	8:24:10	392
12	22540	11270	22540	14090	70440	2	1[14]	1[11]	9	13:28:30	525
13	37645	18820	37645	23525	117635	2	1[16]	1[14]	11	21:35:10	693
14	62865	31430	62865	39290	196450	2	1[19]	1[17]	13	34:33:50	889
15	104985	52490	104985	65615	328075	2	2[14]	1[19]	15	55:19:50	1120
16	175320	87660	175320	109575	547875	3	3[12]	2[15]	18	88:33:30	1400
17	292790	146395	292790	182995	914970	3	4[18]	3[14]	22	141:43:10	1820
18	488955	244480	488955	305600	1527990	3	7[9]	4[19]	27	226:46:50	2240
19	816555	408280	816555	510350	2551740	3	11[12]	7[15]	32	362:52:30	2800
20	1363650	681825	1363650	852280	4261405	3	18[5]	11[18]	38	580:37:50	3430
