1	220	160	90	40	510	4	1[0]	1[0]	5	0:16:40	
2	280	205	115	50	650	2	1[0]	1[0]	6	0:21:50	
3	360	260	145	65	830	2	1[0]	1[0]	7	0:27:50	
4	460	335	190	85	1070	2	1[0]	1[0]	8	0:34:50	
5	590	430	240	105	1365	2	1[0]	1[0]	10	0:42:50	
6	755	550	310	135	1750	3	1[0]	1[0]	12	0:52:10	
7	970	705	395	175	2245	3	1[1]	1[0]	14	1:03:00	
8	1240	900	505	225	2870	3	1[2]	1[0]	17	1:15:40	
9	1585	1155	650	290	3680	3	1[2]	1[0]	21	1:30:10	
10	2030	1475	830	370	4705	3	1[3]	1[0]	25	1:47:10	
11	2595	1890	1065	470	6020	3	1[4]	1[0]	30	2:06:50	
12	3325	2420	1360	605	7710	3	1[5]	1[0]	36	2:29:40	
13	4255	3095	1740	775	9865	3	1[6]	1[0]	43	2:56:00	
14	5445	3960	2230	990	12625	3	1[7]	1[1]	51	3:26:40	
15	6970	5070	2850	1270	16160	3	1[8]	1[2]	62	4:02:20	
16	8925	6490	3650	1625	20690	4	1[9]	1[2]	74	4:43:30	
17	11425	8310	4675	2075	26485	4	1[10]	1[3]	89	5:31:30	
18	14620	10635	5980	2660	33895	4	1[12]	1[4]	106	6:27:00	
19	18715	13610	7655	3405	43385	4	1[13]	1[5]	128	7:31:20	
20	23955	17420	9800	4355	55530	4	1[14]	1[6]	153	8:46:10	
