1	580	460	350	180	1570	1	1[0]	1[0]	2	0:33:20	2
2	740	590	450	230	2010	1	1[0]	1[0]	3	0:43:40	8
3	950	755	575	295	2575	1	1[1]	1[0]	3	0:55:40	18
4	1215	965	735	375	3290	1	1[2]	1[0]	4	1:09:30	32
5	1555	1235	940	485	4215	1	1[2]	1[0]	5	1:25:40	50
6	1995	1580	1205	620	5400	1	1[3]	1[0]	6	1:44:20	72
7	2550	2025	1540	790	6905	1	1[4]	1[0]	7	2:06:10	98
8	3265	2590	1970	1015	8840	1	1[5]	1[1]	9	2:31:20	128
9	4180	3315	2520	1295	11310	1	1[6]	1[2]	10	3:00:30	162
10	5350	4245	3230	1660	14485	1	1[7]	1[2]	12	3:34:20	200
11	6845	5430	4130	2125	18530	2	1[8]	1[3]	15	4:13:40	242
12	8765	6950	5290	2720	23725	2	1[9]	1[4]	18	4:59:10	288
13	11220	8900	6770	3480	30370	2	1[10]	1[5]	21	5:52:10	338
14	14360	11390	8665	4455	38870	2	1[11]	1[6]	26	6:53:30	392
15	18380	14580	11090	5705	49755	2	1[13]	1[7]	31	8:04:40	450
16	23530	18660	14200	7300	63690	2	1[14]	1[8]	37	9:27:10	512
17	30115	23885	18175	9345	81520	2	1[15]	1[9]	44	11:02:50	578
18	38550	30570	23260	11965	104345	2	1[17]	1[11]	53	12:54:00	648
19	49340	39130	29775	15315	133560	2	1[18]	1[12]	64	15:02:50	722
20	63155	50090	38110	19600	170955	2	1[19]	1[13]	77	17:32:10	800
