1	110	160	90	70	430	1	1[0]	1[0]	1	0:33:20	1
2	140	205	115	90	550	1	1[0]	1[0]	1	0:43:40	2
3	180	260	145	115	700	1	1[0]	1[0]	2	0:55:40	3
4	230	335	190	145	900	1	1[0]	1[0]	2	1:09:30	4
5	295	430	240	190	1155	1	1[0]	1[0]	2	1:25:40	5
6	380	550	310	240	1480	1	1[0]	1[0]	3	1:44:20	6
7	485	705	395	310	1895	1	1[0]	1[0]	4	2:06:10	7
8	620	900	505	395	2420	1	1[1]	1[0]	4	2:31:20	8
9	795	1155	650	505	3105	1	1[1]	1[0]	5	3:00:30	9
10	1015	1475	830	645	3965	1	1[2]	1[0]	6	3:34:20	10
11	1300	1890	1065	825	5080	2	1[3]	1[1]	7	4:13:40	11
12	1660	2420	1360	1060	6500	2	1[4]	1[1]	9	4:59:10	12
13	2130	3095	1740	1355	8320	2	1[4]	1[2]	11	5:52:10	13
14	2725	3960	2230	1735	10650	2	1[5]	1[3]	13	6:53:30	14
15	3485	5070	2850	2220	13625	2	1[7]	1[3]	15	8:04:40	15
16	4460	6490	3650	2840	17440	2	1[8]	1[4]	18	9:27:10	16
17	5710	8310	4675	3635	22330	2	1[9]	1[5]	22	11:02:50	17
18	7310	10635	5980	4650	28575	2	1[10]	1[6]	27	12:54:00	18
19	9360	13610	7655	5955	36580	2	1[11]	1[7]	32	15:02:50	19
20	11980	17420	9800	7620	46820	2	1[12]	1[8]	38	17:32:10	20
