1	70	40	60	20	190	2	1[0]	1[0]	2	0:20:50	100%
2	90	50	75	25	240	1	1[0]	1[0]	3	0:21:50	104%
3	115	65	100	35	315	1	1[0]	1[0]	3	0:26:50	108%
4	145	85	125	40	395	1	1[0]	1[0]	4	0:32:20	112%
5	190	105	160	55	510	1	1[0]	1[0]	5	0:38:20	116%
6	240	135	205	70	650	2	1[0]	1[0]	6	0:45:00	120%
7	310	175	265	90	840	2	1[0]	1[0]	7	0:52:30	125%
8	395	225	340	115	1075	2	1[0]	1[0]	9	1:00:40	129%
9	505	290	430	145	1370	2	1[0]	1[0]	10	1:09:50	134%
10	645	370	555	185	1755	2	1[0]	1[0]	12	1:20:00	139%
11	825	470	710	235	2240	2	1[1]	1[0]	15	1:31:10	144%
12	1060	605	905	300	2870	2	1[1]	1[0]	18	1:43:40	150%
13	1355	775	1160	385	3675	2	1[2]	1[0]	21	1:57:40	155%
14	1735	990	1485	495	4705	2	1[3]	1[0]	26	2:13:10	161%
15	2220	1270	1900	635	6025	2	1[3]	1[0]	31	2:30:30	167%
16	2840	1625	2435	810	7710	3	1[4]	1[1]	37	2:49:40	173%
17	3635	2075	3115	1040	9865	3	1[5]	1[1]	44	3:11:10	180%
18	4650	2660	3990	1330	12630	3	1[6]	1[2]	53	3:35:10	187%
19	5955	3405	5105	1700	16165	3	1[7]	1[2]	64	4:02:00	193%
20	7620	4355	6535	2180	20690	3	1[8]	1[3]	77	4:32:00	201%
